shipment_id,carrier_name,truck_type,distance_km,weight_tons,volume_m3,delivery_time_days,priority_level,origin_country,destination_country,fuel_price_eur_l,cost_eur
297,Maersk,Box,451,12.9,33.1,3,Express,Czechia,Germany,1.6,1757.25
298,Kuehne+Nagel,Box,1462,23.3,95.5,2,Standard,France,France,1.82,3849.4
299,DPD,Fridge,1025,22.5,54.4,2,Standard,Italy,Germany,1.79,3485.51
300,DHL,Tautliner,1523,9.1,22.3,1,Standard,Czechia,Italy,1.87,2486.78
301,Maersk,Box,1519,13.8,15.2,4,Standard,Czechia,Netherlands,1.76,2834.04
302,Maersk,Box,159,17.7,56.5,6,Express,Austria,Italy,1.88,2130.72
303,DHL,Box,100,9.2,40.6,3,Standard,Czechia,Austria,1.78,948.14
304,Maersk,Fridge,1678,2.6,23.3,5,Standard,Poland,Czechia,1.72,2646.59
305,Kuehne+Nagel,Fridge,410,13.1,7.9,2,Express,Netherlands,France,1.78,1968.87
306,DPD,Fridge,2315,15.4,58.8,1,Standard,Czechia,Netherlands,1.82,5172.87
307,DHL,Box,2339,1.1,61.9,4,Standard,Poland,Italy,1.7,3013.86
308,DPD,Fridge,807,3.3,18.5,3,Standard,Czechia,France,1.71,1399.05
309,Maersk,Box,1281,6.0,62.2,2,Standard,Czechia,Spain,1.79,2558.46
310,Maersk,Tautliner,1880,9.4,95.4,1,Standard,Belgium,Portugal,1.74,3624.35
311,DHL,Box,1623,14.0,97.9,2,Standard,France,Portugal,1.76,3549.98
312,Kuehne+Nagel,Fridge,1463,8.1,89.4,5,Standard,France,Belgium,1.89,3830.2
313,DB Schenker,Tautliner,957,7.6,81.7,3,Standard,Poland,Austria,1.61,2499.82
314,DHL,Box,2474,21.9,24.9,6,Standard,Spain,Germany,1.79,4117.49
315,DB Schenker,Tautliner,2261,4.5,19.9,3,Standard,Poland,Italy,1.88,3601.22
316,DB Schenker,Tautliner,1018,12.9,47.3,3,Standard,Portugal,France,1.67,1959.82
317,Kuehne+Nagel,Tautliner,708,23.9,63.9,3,Express,Belgium,Portugal,1.66,3532.6
318,DB Schenker,Box,408,16.0,85.8,1,Standard,Portugal,Czechia,1.71,2380.72
319,DB Schenker,Fridge,1443,18.2,27.0,5,Standard,Belgium,Poland,1.62,3362.73
320,Kuehne+Nagel,Box,311,11.3,50.6,2,Standard,Italy,Italy,1.77,1863.69
321,DB Schenker,Fridge,2464,1.5,66.5,1,Express,Poland,Czechia,1.79,5711.1
322,DB Schenker,Box,284,16.5,47.3,4,Standard,Germany,Poland,1.85,1410.6
323,DB Schenker,Box,1328,16.2,48.1,3,Standard,Belgium,Czechia,1.62,2557.82
324,DHL,Box,1487,3.7,26.4,3,Express,Italy,Poland,1.73,2465.11
325,DHL,Fridge,1339,12.1,98.7,2,Express,Czechia,Poland,1.84,5832.12
326,DHL,Box,345,23.0,50.1,3,Standard,Czechia,Spain,1.83,1786.88
327,Kuehne+Nagel,Tautliner,338,5.9,55.6,3,Standard,Italy,Austria,1.62,1346.38
328,Maersk,Box,1928,12.1,25.8,2,Express,Portugal,Czechia,1.6,3357.41
329,DB Schenker,Tautliner,1514,12.1,53.8,5,Standard,Austria,Poland,1.83,2793.42
330,DB Schenker,Fridge,619,20.5,29.3,1,Express,France,Czechia,1.64,3071.97
331,Kuehne+Nagel,Fridge,1713,20.8,24.2,5,Express,Belgium,Netherlands,1.77,5350.72
332,DB Schenker,Box,376,19.2,31.2,2,Standard,Spain,Portugal,1.63,1566.79
333,DHL,Box,1105,9.8,5.3,6,Express,Czechia,Portugal,1.69,2342.02
334,Maersk,Box,2349,2.7,59.2,6,Standard,Austria,Italy,1.65,2951.21
335,DPD,Tautliner,313,9.4,41.8,6,Express,Spain,Italy,1.82,1930.42
336,DB Schenker,Fridge,705,17.3,90.4,3,Standard,Austria,Poland,1.8,3331.42
337,DHL,Tautliner,577,17.9,8.9,3,Standard,Belgium,Austria,1.64,1447.41
338,DPD,Tautliner,607,24.2,9.1,5,Express,Poland,Portugal,1.62,2375.49
339,Maersk,Box,1198,11.9,89.2,4,Standard,Austria,France,1.74,2698.69
340,DPD,Box,2077,16.2,17.0,1,Express,Portugal,France,1.66,4056.56
341,DHL,Tautliner,241,13.9,5.2,3,Standard,Spain,Austria,1.6,951.11
342,DPD,Tautliner,2469,4.6,22.0,2,Standard,Portugal,Poland,1.68,3325.4
343,Kuehne+Nagel,Box,1817,12.1,83.3,5,Standard,Netherlands,Italy,1.66,3024.28
344,DPD,Box,560,14.1,81.3,1,Express,Portugal,Germany,1.81,2740.34
345,DB Schenker,Tautliner,769,23.8,37.3,6,Standard,Spain,Czechia,1.86,2764.93
346,DB Schenker,Box,2201,9.8,68.5,4,Express,Italy,Austria,1.67,4772.88
347,Kuehne+Nagel,Box,2424,24.5,53.2,6,Standard,Austria,Belgium,1.67,3931.84
348,DHL,Tautliner,1944,14.0,90.9,6,Standard,Spain,Germany,1.72,4244.3
349,DB Schenker,Tautliner,1718,6.8,10.4,3,Express,Netherlands,Portugal,1.65,3307.54
350,Maersk,Fridge,499,5.6,82.3,5,Standard,Italy,Belgium,1.88,2231.08
351,DB Schenker,Tautliner,767,4.4,21.2,3,Standard,Belgium,Netherlands,1.67,1704.81
352,DB Schenker,Box,1622,11.9,42.2,5,Express,Spain,Italy,1.63,3301.74
353,DHL,Tautliner,1434,1.5,23.2,4,Standard,Germany,Portugal,1.77,2161.75
354,DPD,Tautliner,1394,11.7,71.7,2,Express,France,Austria,1.76,3928.16
355,DB Schenker,Tautliner,1572,24.7,69.4,2,Express,Poland,Spain,1.79,5354.95
356,Kuehne+Nagel,Fridge,2259,17.1,57.1,1,Standard,Spain,Germany,1.89,5518.16
357,DPD,Fridge,338,19.2,71.3,3,Express,Czechia,Spain,1.7,3061.39
358,Maersk,Box,1143,3.9,65.8,3,Standard,France,Italy,1.71,2093.03
359,DHL,Fridge,1412,12.4,78.8,3,Standard,Spain,Belgium,1.7,4040.02
360,Maersk,Tautliner,1716,7.9,27.7,2,Standard,Austria,Germany,1.79,2754.06
361,DPD,Fridge,2344,22.5,45.7,1,Express,France,Spain,1.78,7352.04
362,DPD,Tautliner,1821,5.4,19.4,2,Express,Belgium,Germany,1.76,3444.57
363,DPD,Fridge,1840,12.0,45.8,6,Standard,Germany,Germany,1.71,4020.95
364,Maersk,Fridge,1615,15.1,71.7,5,Standard,Italy,Belgium,1.73,4272.11
365,DPD,Fridge,2311,13.3,70.7,3,Standard,Portugal,Belgium,1.84,5632.13
366,Maersk,Tautliner,1372,20.9,72.4,5,Standard,Netherlands,Portugal,1.78,3413.8
367,DPD,Fridge,1144,6.6,34.3,6,Express,Poland,Austria,1.81,3355.55
368,Kuehne+Nagel,Tautliner,1635,10.1,67.9,4,Standard,Germany,Belgium,1.68,2998.92
369,DPD,Tautliner,635,20.0,39.9,5,Express,Spain,Italy,1.87,3233.11
370,Maersk,Box,2258,13.7,94.7,5,Standard,Italy,Italy,1.61,3829.29
371,DB Schenker,Fridge,1048,10.7,37.6,5,Standard,Czechia,Netherlands,1.78,2763.2
372,DPD,Box,962,1.7,62.3,2,Standard,Portugal,Belgium,1.84,1799.07
373,DB Schenker,Box,1121,19.1,76.3,5,Standard,Austria,Belgium,1.86,3193.33
374,Kuehne+Nagel,Tautliner,533,24.3,91.1,6,Standard,Italy,Poland,1.7,2514.83
375,DHL,Fridge,1503,15.9,46.6,3,Express,Germany,Poland,1.74,4921.1
376,Kuehne+Nagel,Tautliner,882,21.6,39.2,1,Standard,Netherlands,Germany,1.61,2601.65
377,DPD,Tautliner,1087,13.4,45.9,4,Standard,Czechia,Italy,1.84,2361.61
378,DB Schenker,Fridge,268,6.6,35.8,3,Standard,Italy,Netherlands,1.64,1086.23
379,DB Schenker,Tautliner,808,1.3,67.1,1,Express,France,Portugal,1.73,2166.37
380,Maersk,Fridge,1064,16.7,93.6,3,Express,Italy,Spain,1.9,5233.8
381,DB Schenker,Fridge,1702,12.8,17.0,5,Standard,Netherlands,Netherlands,1.88,4140.6
382,Maersk,Tautliner,328,19.8,58.3,4,Express,Netherlands,Germany,1.7,2134.11
383,DHL,Tautliner,1284,17.7,90.3,3,Standard,Czechia,Austria,1.67,3179.63
384,DPD,Box,526,24.7,14.5,4,Standard,Poland,France,1.68,1897.25
385,Maersk,Tautliner,221,13.2,51.9,2,Express,Spain,Germany,1.81,2160.35
386,DHL,Fridge,2296,11.3,87.2,2,Standard,France,France,1.82,5597.96
387,DB Schenker,Box,210,7.9,90.5,5,Express,Poland,Poland,1.66,1487.1
388,DB Schenker,Fridge,1344,12.4,53.9,5,Express,Poland,Germany,1.67,4487.19
389,DHL,Box,2027,21.9,7.4,2,Standard,Czechia,Germany,1.7,3462.55
390,DB Schenker,Tautliner,163,2.0,15.0,3,Standard,Poland,Germany,1.73,297.92
391,DHL,Tautliner,1477,24.5,60.7,1,Standard,Germany,France,1.88,3803.91
392,Maersk,Tautliner,1008,24.8,16.8,1,Standard,Portugal,Germany,1.61,2237.87
393,Maersk,Fridge,1871,15.3,19.2,2,Express,Spain,France,1.79,4813.22
394,DHL,Box,1608,9.0,78.4,1,Express,Spain,Austria,1.86,4447.91
395,Maersk,Fridge,112,6.4,76.3,3,Standard,Poland,Germany,1.82,1575.41
396,Maersk,Box,1276,7.6,85.1,1,Express,Poland,Czechia,1.67,2816.95
397,Maersk,Tautliner,338,2.2,15.0,6,Standard,Belgium,France,1.74,227.78
398,Kuehne+Nagel,Fridge,762,12.4,23.8,1,Standard,Spain,Italy,1.87,2140.03
399,DPD,Tautliner,1209,2.4,84.1,6,Standard,Italy,France,1.63,2219.85
400,DB Schenker,Fridge,793,18.2,73.5,2,Standard,Netherlands,Italy,1.9,3623.79
401,Kuehne+Nagel,Tautliner,1281,9.9,81.6,4,Express,Poland,Austria,1.64,3777.27
402,Maersk,Fridge,1604,5.8,99.0,4,Express,Austria,France,1.64,4877.98
403,DHL,Fridge,2002,14.1,87.1,3,Express,Poland,Italy,1.84,6729.4
404,Maersk,Box,175,24.4,54.4,4,Standard,Germany,Belgium,1.85,1989.23
405,DPD,Tautliner,428,17.7,34.5,5,Express,Spain,Spain,1.61,2393.61
406,Maersk,Box,1539,12.8,59.1,2,Standard,Portugal,Germany,1.65,2703.08
407,DHL,Box,1352,19.6,65.7,6,Standard,Belgium,Poland,1.88,3340.61
408,DPD,Tautliner,2299,18.7,36.9,6,Express,Czechia,Austria,1.68,4988.16
409,Maersk,Fridge,171,22.4,78.2,4,Standard,Poland,Poland,1.6,2417.44
410,DPD,Box,324,5.9,13.8,1,Standard,Poland,Portugal,1.68,628.68
411,DB Schenker,Tautliner,910,21.6,79.0,4,Standard,Netherlands,Portugal,1.82,3246.14
412,DB Schenker,Fridge,2148,8.2,8.0,2,Express,Poland,Italy,1.87,5191.67
413,Maersk,Box,777,23.6,52.3,1,Standard,Spain,Portugal,1.65,2375.33
414,DPD,Box,390,7.7,86.8,1,Standard,Belgium,Belgium,1.67,1363.49
415,DHL,Box,1581,23.2,13.2,6,Standard,Austria,Czechia,1.73,2717.24
416,Maersk,Fridge,2351,24.1,54.2,2,Standard,Belgium,Czechia,1.82,5702.7
417,DB Schenker,Box,1325,4.5,20.1,3,Standard,Belgium,France,1.8,1766.09
418,DB Schenker,Fridge,665,24.4,90.0,3,Express,Poland,Germany,1.7,4611.28
419,Maersk,Box,1915,3.1,84.1,2,Standard,Netherlands,Spain,1.62,2976.87
420,DPD,Tautliner,610,6.2,93.7,6,Express,Poland,Portugal,1.68,2569.11
421,DB Schenker,Box,1023,11.7,88.1,2,Standard,Portugal,France,1.67,2404.26
422,DPD,Tautliner,2425,24.8,75.0,2,Standard,Spain,Germany,1.61,4663.41
423,DB Schenker,Tautliner,115,12.7,22.6,1,Express,Italy,France,1.89,1660.35
424,DB Schenker,Tautliner,455,14.2,33.7,1,Standard,Netherlands,Austria,1.68,1362.29
425,Kuehne+Nagel,Fridge,929,17.7,52.2,2,Standard,Czechia,Netherlands,1.85,3341.02
426,DB Schenker,Tautliner,1201,24.2,60.9,6,Express,Czechia,Netherlands,1.75,4396.3
427,DHL,Box,1190,19.8,79.3,1,Standard,Netherlands,Czechia,1.89,3388.89
428,Maersk,Fridge,1846,6.4,26.6,5,Standard,Austria,Spain,1.64,3083.66
429,Maersk,Tautliner,313,8.3,17.2,2,Standard,Italy,Germany,1.63,1239.51
430,DPD,Fridge,1820,3.3,50.8,1,Standard,Czechia,Poland,1.6,3205.1
431,DB Schenker,Fridge,548,16.5,20.0,3,Standard,Portugal,Germany,1.82,1918.12
432,DHL,Fridge,1668,5.3,70.9,2,Express,Belgium,Czechia,1.69,4511.19
433,DPD,Box,809,7.2,59.7,2,Standard,Czechia,Italy,1.86,2039.62
434,Kuehne+Nagel,Tautliner,479,22.3,75.4,2,Standard,Portugal,France,1.79,2533.59
435,DPD,Fridge,1988,8.8,11.0,4,Express,Germany,France,1.77,4625.22
436,DPD,Fridge,1147,14.6,96.6,2,Standard,France,Portugal,1.75,4069.6
437,DB Schenker,Fridge,638,10.5,5.0,3,Standard,Czechia,Portugal,1.68,1701.8
438,Kuehne+Nagel,Tautliner,852,2.8,35.9,1,Standard,France,Netherlands,1.62,1403.28
439,DPD,Fridge,634,9.7,69.6,2,Standard,Poland,France,1.73,2419.44
440,DHL,Fridge,772,10.8,9.3,6,Standard,Spain,Czechia,1.63,1974.15
441,DHL,Box,1164,22.5,12.9,5,Standard,Austria,Austria,1.87,2860.16
442,Maersk,Tautliner,667,8.8,12.3,6,Express,Spain,Poland,1.85,1813.9
443,Kuehne+Nagel,Box,1536,10.1,60.2,6,Standard,Spain,Portugal,1.79,2945.88
444,Kuehne+Nagel,Tautliner,514,19.8,90.1,1,Express,Poland,Spain,1.74,3716.96
445,Maersk,Tautliner,548,19.2,57.8,3,Standard,Czechia,Germany,1.74,2123.8
446,DPD,Tautliner,709,20.2,62.3,4,Standard,Spain,Austria,1.74,2622.82
447,Kuehne+Nagel,Box,2101,23.9,37.9,3,Standard,Italy,Austria,1.82,4040.6
448,DHL,Box,1897,20.1,6.8,6,Standard,Czechia,Germany,1.64,2877.2
449,DHL,Box,804,10.8,7.1,4,Standard,Portugal,Spain,1.76,1292.15
450,DB Schenker,Box,2386,20.7,89.4,1,Express,Italy,Spain,1.84,5892.07
451,Kuehne+Nagel,Fridge,1165,13.2,14.7,4,Express,Netherlands,Germany,1.75,3499.69
452,DPD,Fridge,833,7.7,100.0,1,Standard,Germany,Austria,1.6,2529.49
453,Maersk,Fridge,899,8.3,20.6,3,Standard,Portugal,Italy,1.67,1722.52
454,Maersk,Tautliner,2157,6.4,69.1,6,Standard,Belgium,Germany,1.8,3563.52
455,DPD,Fridge,1960,4.5,95.2,3,Express,Netherlands,Austria,1.88,5983.67
456,DB Schenker,Tautliner,2286,5.4,39.4,4,Standard,Spain,Italy,1.87,3711.88
457,Maersk,Box,1990,2.5,74.8,5,Standard,Poland,Italy,1.85,3076.69
458,Kuehne+Nagel,Tautliner,830,22.3,38.3,6,Standard,France,Italy,1.89,2592.45
459,DB Schenker,Tautliner,295,23.3,34.0,6,Standard,Czechia,Spain,1.68,2035.39
460,Kuehne+Nagel,Fridge,1197,15.1,24.2,3,Standard,Netherlands,Netherlands,1.6,2528.98
461,DHL,Box,1738,21.2,83.0,4,Express,Poland,Germany,1.71,4683.01
462,DB Schenker,Box,1758,5.4,29.5,2,Standard,Germany,Italy,1.77,2744.46
463,Maersk,Fridge,1225,22.6,31.9,1,Standard,Italy,Germany,1.69,3509.46
464,DB Schenker,Box,363,13.2,99.9,2,Express,Austria,Italy,1.61,2771.06
465,DB Schenker,Box,1019,2.6,36.1,2,Standard,Czechia,Italy,1.75,1686.62
466,DB Schenker,Box,260,4.4,45.2,2,Express,Netherlands,Spain,1.66,1075.93
467,DB Schenker,Fridge,1356,8.4,99.1,4,Standard,Czechia,Czechia,1.82,3808.17
468,Kuehne+Nagel,Box,1910,2.0,40.1,3,Standard,Portugal,Germany,1.63,2549.68
469,DHL,Tautliner,869,8.4,39.8,6,Standard,Germany,Netherlands,1.89,2190.01
470,DPD,Tautliner,410,2.4,83.6,2,Standard,Austria,Spain,1.86,1685.51
471,DB Schenker,Box,326,6.7,34.6,4,Standard,Czechia,Netherlands,1.86,921.52
472,Maersk,Fridge,372,7.4,27.2,3,Standard,Belgium,Belgium,1.84,1355.13
473,DB Schenker,Fridge,416,24.9,45.2,1,Standard,Czechia,Italy,1.79,2495.71
474,Maersk,Fridge,2022,6.7,71.6,3,Express,Spain,Italy,1.62,5149.92
475,Kuehne+Nagel,Box,2438,6.7,9.1,3,Standard,Czechia,Netherlands,1.8,3264.59
476,Maersk,Box,1592,17.5,40.5,2,Standard,Czechia,Netherlands,1.82,2939.76
477,DPD,Tautliner,1994,21.6,37.9,4,Standard,Belgium,Portugal,1.64,3639.56
478,DHL,Fridge,1701,10.3,28.3,6,Express,Czechia,Austria,1.78,4576.48
479,Maersk,Tautliner,1892,22.0,67.2,5,Standard,Portugal,Belgium,1.74,4205.06
480,Maersk,Tautliner,1550,9.2,32.5,1,Standard,Portugal,France,1.74,2473.51
481,DHL,Fridge,2025,5.7,62.6,4,Standard,France,Portugal,1.66,3800.42
482,DPD,Box,666,8.9,52.9,6,Express,Portugal,Czechia,1.82,1962.5
483,DB Schenker,Box,351,15.6,25.6,2,Express,France,Italy,1.88,1826.39
484,Maersk,Tautliner,1656,9.8,30.3,4,Standard,Belgium,Austria,1.84,3072.84
485,DHL,Tautliner,2454,17.1,21.2,6,Express,Austria,Poland,1.71,5348.54
486,Kuehne+Nagel,Tautliner,774,6.7,10.4,5,Standard,Portugal,Portugal,1.9,1650.18
487,DHL,Tautliner,2411,17.8,63.8,1,Standard,Belgium,Netherlands,1.71,4353.02
488,Kuehne+Nagel,Fridge,2215,9.3,68.9,3,Express,Poland,Belgium,1.67,6045.66
489,DPD,Tautliner,1702,11.9,20.8,6,Standard,Czechia,Belgium,1.89,3533.87
490,DB Schenker,Tautliner,613,14.4,63.5,1,Standard,Italy,Netherlands,1.84,2213.31
491,DHL,Box,541,17.5,98.3,5,Standard,Czechia,Austria,1.83,2447.32
492,Maersk,Box,100,6.7,12.1,1,Express,Belgium,Germany,1.62,590.55
493,DPD,Box,1238,21.1,51.6,6,Standard,France,Netherlands,1.66,2613.5
494,DHL,Fridge,1002,18.3,74.6,1,Standard,Germany,Czechia,1.61,3123.83
495,Maersk,Fridge,1723,6.6,9.4,2,Standard,Belgium,Belgium,1.83,3318.77
496,DHL,Box,1320,24.4,78.9,3,Standard,Italy,Italy,1.68,3424.94
497,Kuehne+Nagel,Box,2421,17.0,98.1,5,Standard,Netherlands,France,1.64,3850.24
498,DHL,Tautliner,955,11.9,13.4,2,Express,Belgium,Spain,1.65,2482.67
499,DHL,Tautliner,1117,4.8,83.1,1,Standard,Czechia,Italy,1.79,2371.74
500,DHL,Fridge,1283,13.8,41.0,1,Standard,Belgium,Belgium,1.73,3299.68
501,DPD,Fridge,2320,5.0,18.7,4,Express,Czechia,Belgium,1.88,5625.06
502,DHL,Tautliner,684,11.3,51.9,2,Standard,Austria,Spain,1.71,2012.8
503,Maersk,Box,554,10.8,11.8,5,Standard,Austria,Spain,1.85,1353.91
504,Kuehne+Nagel,Tautliner,295,18.3,54.6,5,Standard,Belgium,Czechia,1.76,1818.01
505,Kuehne+Nagel,Fridge,698,5.6,6.8,5,Express,Germany,Czechia,1.81,1935.31
506,DHL,Fridge,1432,20.7,74.2,6,Standard,Poland,Czechia,1.65,4342.88
507,DPD,Tautliner,1859,8.8,51.4,6,Standard,Czechia,France,1.82,3431.99
508,DPD,Tautliner,655,11.7,48.6,6,Standard,Spain,Austria,1.63,1902.33
509,Maersk,Tautliner,1617,19.5,23.6,5,Standard,Germany,Portugal,1.81,3299.15
510,DHL,Fridge,538,16.0,39.3,1,Standard,Czechia,Portugal,1.74,2251.64
511,Kuehne+Nagel,Box,458,8.4,22.3,6,Express,France,Czechia,1.67,1579.65
512,DPD,Tautliner,1157,10.3,74.9,1,Standard,Italy,France,1.74,2529.21
513,DHL,Fridge,1211,8.3,23.9,2,Standard,Belgium,Portugal,1.86,2769.51
514,DPD,Fridge,2163,15.3,63.6,3,Express,France,Netherlands,1.65,6017.84
515,DPD,Fridge,520,9.0,31.6,5,Standard,France,Belgium,1.65,1859.83
516,Kuehne+Nagel,Tautliner,652,18.4,67.4,1,Express,Belgium,Germany,1.76,3529.74
517,DB Schenker,Tautliner,1249,14.9,56.3,2,Standard,Spain,Austria,1.79,3100.07
518,Maersk,Box,1131,4.5,45.2,5,Standard,Netherlands,Poland,1.73,2149.81
519,Maersk,Fridge,1591,8.4,68.9,3,Standard,Poland,Netherlands,1.68,3379.25
520,Kuehne+Nagel,Tautliner,979,6.3,44.5,5,Standard,Italy,Belgium,1.62,1301.12
521,DPD,Fridge,1985,10.4,83.0,6,Standard,Netherlands,Spain,1.61,4325.58
522,DHL,Fridge,951,13.4,74.3,4,Standard,Germany,Italy,1.61,3061.72
523,DPD,Box,609,13.2,56.4,5,Standard,Czechia,Italy,1.87,1862.67
524,Kuehne+Nagel,Tautliner,1959,19.1,88.3,4,Standard,Spain,France,1.64,3924.87
525,Maersk,Tautliner,1863,5.5,83.7,3,Standard,Netherlands,Czechia,1.69,3394.82
526,DPD,Fridge,1065,23.7,55.5,4,Standard,Spain,Belgium,1.9,4326.16
527,Maersk,Fridge,1958,9.2,11.5,3,Standard,Portugal,Portugal,1.88,3945.79
528,DHL,Box,1013,8.2,58.8,2,Standard,Poland,Italy,1.61,2075.02
529,Maersk,Box,1490,17.4,38.7,4,Standard,France,Germany,1.77,3029.69
530,Maersk,Box,1611,20.3,56.3,6,Standard,Portugal,Czechia,1.79,3434.94
531,DB Schenker,Box,2165,10.1,66.5,5,Standard,France,Germany,1.62,3469.51
532,DB Schenker,Box,2203,18.9,66.3,5,Standard,Belgium,Spain,1.82,3974.46
533,DB Schenker,Box,1158,22.2,69.0,2,Standard,France,Germany,1.9,3090.69
534,Maersk,Fridge,893,19.4,69.5,1,Express,Belgium,Czechia,1.73,4231.65
535,Kuehne+Nagel,Box,1696,1.8,15.4,6,Express,Belgium,France,1.73,2767.78
536,Maersk,Fridge,1906,20.9,23.2,6,Standard,Austria,Spain,1.8,4792.42
537,Kuehne+Nagel,Fridge,446,19.6,64.9,3,Standard,Czechia,Spain,1.82,2918.35
538,Kuehne+Nagel,Tautliner,1155,17.1,43.8,6,Standard,Netherlands,Poland,1.84,2392.98
539,DB Schenker,Fridge,1007,19.2,77.5,1,Standard,Italy,Spain,1.62,3971.0
540,DPD,Fridge,1123,24.5,16.9,1,Express,France,Italy,1.84,4726.27
541,DHL,Box,675,11.3,23.2,2,Standard,Spain,Spain,1.86,1837.7
542,DB Schenker,Fridge,298,2.6,58.1,2,Express,Germany,Netherlands,1.61,1679.03
543,DB Schenker,Box,1465,12.1,52.6,4,Express,France,Netherlands,1.61,2943.64
544,DPD,Box,2098,2.1,30.3,6,Standard,Poland,Spain,1.77,2862.47
545,DHL,Box,1354,8.1,43.8,4,Standard,Netherlands,Czechia,1.75,2062.81
546,Maersk,Tautliner,2448,15.1,8.3,4,Standard,Netherlands,France,1.89,4280.4
547,Maersk,Box,1116,8.4,8.5,4,Standard,Italy,Italy,1.69,1761.77
548,DB Schenker,Fridge,125,17.4,14.0,4,Standard,Germany,Czechia,1.78,1671.36
549,DHL,Box,1658,20.7,59.8,5,Express,Belgium,Czechia,1.75,4298.95
550,DB Schenker,Box,2467,11.1,87.1,2,Express,Germany,Italy,1.76,4845.73
551,Kuehne+Nagel,Box,2303,22.6,29.7,3,Standard,Spain,Netherlands,1.8,3961.71
552,DB Schenker,Tautliner,570,2.9,8.2,3,Express,Spain,France,1.76,1371.41
553,DB Schenker,Fridge,750,21.2,72.3,3,Standard,Italy,France,1.6,3053.55
554,Maersk,Tautliner,985,20.9,86.3,3,Standard,Spain,Czechia,1.85,3369.01
555,Maersk,Fridge,1029,8.7,18.1,3,Standard,Belgium,France,1.66,2107.11
556,Maersk,Tautliner,1844,8.2,41.6,5,Standard,Belgium,Belgium,1.67,3156.18
557,Kuehne+Nagel,Fridge,975,8.3,20.1,2,Standard,Belgium,Poland,1.79,2569.77
558,Maersk,Tautliner,1041,20.5,15.1,6,Standard,Belgium,Czechia,1.74,2464.3
559,DHL,Box,1408,21.0,66.6,4,Standard,Spain,Belgium,1.77,3364.3
560,DPD,Tautliner,671,8.9,96.9,4,Standard,Austria,Spain,1.75,2490.27
561,DHL,Tautliner,153,15.2,69.4,4,Standard,Austria,Poland,1.73,1522.47
562,DHL,Box,704,4.3,98.6,2,Standard,France,Spain,1.74,1723.8
563,Maersk,Box,424,12.3,46.3,2,Standard,Belgium,Portugal,1.64,1610.89
564,DPD,Fridge,984,25.0,90.3,6,Standard,Netherlands,Poland,1.89,4313.4
565,DPD,Fridge,364,4.8,24.5,5,Express,Czechia,Spain,1.77,1457.86
566,DPD,Fridge,481,23.7,16.2,5,Standard,Germany,Austria,1.69,2386.3
567,Kuehne+Nagel,Tautliner,1336,20.8,71.7,6,Express,Italy,Czechia,1.81,4479.4
568,Maersk,Fridge,2480,24.3,40.3,4,Standard,Portugal,Portugal,1.86,6012.43
569,DPD,Tautliner,1481,5.3,35.2,6,Standard,Portugal,Belgium,1.69,2461.97
570,Kuehne+Nagel,Tautliner,2350,6.1,68.8,2,Standard,Czechia,Germany,1.7,3449.86
571,DB Schenker,Fridge,2205,1.4,36.7,4,Express,Portugal,Belgium,1.73,4924.86
572,DB Schenker,Fridge,1617,18.4,59.4,5,Standard,Czechia,Poland,1.67,3808.49
573,Kuehne+Nagel,Tautliner,1633,16.5,33.4,6,Standard,Netherlands,Portugal,1.84,3292.38
574,Kuehne+Nagel,Box,1891,5.3,79.5,4,Express,Belgium,Germany,1.78,4056.07
575,Maersk,Box,646,20.0,34.7,5,Standard,Portugal,Netherlands,1.62,1407.99
576,Maersk,Tautliner,970,8.2,55.8,1,Express,Spain,Netherlands,1.9,3030.52
577,DB Schenker,Fridge,2250,4.2,7.2,3,Express,Spain,Poland,1.77,4560.8
578,DPD,Tautliner,1323,11.1,80.2,1,Standard,Portugal,Austria,1.87,2955.29
579,DB Schenker,Tautliner,964,3.2,63.9,6,Express,Austria,Netherlands,1.75,2616.37
580,DPD,Fridge,2065,7.3,23.3,4,Standard,Belgium,Belgium,1.77,4051.55
581,DPD,Box,497,9.9,25.5,4,Standard,Czechia,Poland,1.74,1398.06
582,Maersk,Tautliner,1861,21.4,29.9,2,Standard,Belgium,Belgium,1.73,3532.44
583,DHL,Box,491,20.0,59.8,3,Standard,Netherlands,Czechia,1.67,1706.5
584,DHL,Box,2253,11.6,57.1,5,Standard,Spain,Netherlands,1.89,3820.63
585,Kuehne+Nagel,Fridge,1712,18.4,31.0,4,Express,Italy,Czechia,1.65,5129.65
586,Maersk,Tautliner,1177,14.6,70.9,5,Standard,Austria,Germany,1.76,3046.36
587,DPD,Tautliner,1400,9.2,89.5,5,Standard,Netherlands,Poland,1.63,2710.45
588,DHL,Box,2258,18.4,9.1,5,Standard,France,Poland,1.9,3657.34
589,DPD,Box,2371,17.4,44.6,1,Standard,Italy,Belgium,1.77,3747.64
590,DHL,Fridge,2222,15.9,61.4,5,Standard,Netherlands,Austria,1.84,4744.19
591,DHL,Box,463,15.8,60.7,2,Standard,Portugal,Austria,1.77,2049.09
592,DHL,Fridge,2386,17.4,6.9,1,Standard,Belgium,France,1.84,5050.72
593,Maersk,Tautliner,1524,10.2,25.0,1,Express,France,Belgium,1.76,3787.36
594,DB Schenker,Fridge,945,21.9,10.9,4,Standard,Poland,Austria,1.73,3130.19
595,DPD,Box,1427,4.9,59.1,3,Express,Belgium,Poland,1.74,3087.47
